epoch,lr,loss,loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg,val_map,val_map_50,val_precision,val_recall,val_tp,val_fp,val_fn,epoch_time_s
0,0.0009966492641986136,0.07054706726796942,0.02559653025760852,0.04103986350563761,0.002777469839801277,0.00113320364043032,0.3033178150653839,0.651629626750946,0.45866666666666667,0.7839562443026435,1720,2030,474,1688.6
1,0.0009854412115354065,0.05546887538534689,0.01712532607491865,0.036736928471418906,0.0007422609899952251,0.0008643598080601963,0.2694837749004364,0.6103597283363342,0.5138978668390433,0.7247037374658158,1590,1504,604,1534.0
2,0.0009665275513265121,0.05091795902815505,0.015123160750797254,0.03444615962126353,0.0005571625435183184,0.0007914761153842344,0.2744345963001251,0.6117473244667053,0.5606060606060606,0.6914311759343664,1517,1189,677,1552.5
3,0.0009402085078614014,0.04862827862354549,0.014247811931706102,0.033136780634403326,0.0004823222497172059,0.0007613638254333024,0.2822178304195404,0.6093822121620178,0.5892639284261895,0.6604375569735643,1449,1010,745,1536.4
4,0.0009069018541167138,0.046879347687564646,0.013711300832797953,0.031965298676796004,0.0004760685160894948,0.0007266796457091323,0.2821023464202881,0.6219573020935059,0.5398981324278438,0.7247037374658158,1590,1355,604,1538.5
5,0.0008671362802743148,0.045996818465245545,0.013340254957269471,0.031524608488611716,0.00042813304278780246,0.0007038219594501174,0.28645482659339905,0.6219640374183655,0.515650741350906,0.7133090246125797,1565,1470,629,1553.2
6,0.0008215430016051385,0.044838224794412955,0.012896166315421929,0.030845557029199853,0.0004055921237805708,0.0006909093224227086,0.28233495354652405,0.6091412305831909,0.5365248226950354,0.6896080218778486,1513,1307,681,1541.4
7,0.0007708457389301584,0.04369525199080033,0.012615520601118096,0.030005607365543977,0.00040249568768258834,0.0006716283509191253,0.2650371789932251,0.6056689023971558,0.5890625,0.6873290793072014,1508,1052,686,1536.7
8,0.0007158492307028281,0.0436709519284178,0.01258538153157802,0.030008143805768273,0.00039799686820898416,0.0006794297483200122,0.2940613627433777,0.6429904699325562,0.5638373751783167,0.7206016408386509,1581,1223,613,1539.2
9,0.0006574264590654047,0.04378134219294567,0.01261134411056987,0.030096750316965206,0.00040304681187321986,0.0006702009856205529,0.281512588262558,0.6008167266845703,0.595514950166113,0.6536007292616226,1434,974,760,1541.0
10,0.0005965047926451786,0.043293703497238864,0.012452828326111094,0.02974308904311822,0.00042023646909505815,0.0006775496638238811,0.2763369083404541,0.6122515201568604,0.5632530120481928,0.6818596171376481,1496,1160,698,1539.1
